Age,Gender,MaritalStatus,IncomeLevel,AmountSpent,ProductCategory,InteractionType,ResolutionStatus,LoginFrequency,ServiceUsage,ChurnStatus
39,2,4,2.0,0.8637218523606662,4,1,0,24,2,0
39,2,4,2.0,0.4996310128611486,1,1,0,24,2,0
54,2,4,1.0,0.5600569743419043,0,2,0,30,1,0
54,2,4,1.0,0.5600569743419043,0,2,1,30,1,0
54,2,4,1.0,1.4488628604179592,4,2,0,30,1,0
54,2,4,1.0,1.4488628604179592,4,2,1,30,1,0
54,2,4,1.0,-0.6319951341306443,0,2,0,30,1,0
54,2,4,1.0,-0.6319951341306443,0,2,1,30,1,0
54,2,4,1.0,1.1980881426791194,0,2,0,30,1,0
54,2,4,1.0,1.1980881426791194,0,2,1,30,1,0
54,2,4,1.0,0.6490212940739635,4,2,0,30,1,0
54,2,4,1.0,0.6490212940739635,4,2,1,30,1,0
41,1,3,0.0,-1.1670370193898052,2,2,0,43,2,0
41,1,3,0.0,-1.1670370193898052,2,1,1,43,2,0
24,1,4,0.0,-0.5667546329938009,2,3,0,10,0,0
24,1,4,0.0,-1.3968091800781743,1,3,0,10,0,0
24,1,4,0.0,-0.6254361960484376,0,3,0,10,0,0
42,2,2,1.0,1.316218804095885,3,3,1,26,1,0
42,2,2,1.0,1.316218804095885,3,2,0,26,1,0
42,2,2,1.0,1.1013786939350927,3,3,1,26,1,0
42,2,2,1.0,1.1013786939350927,3,2,0,26,1,0
42,2,2,1.0,-0.47437129234654885,4,3,1,26,1,0
42,2,2,1.0,-0.47437129234654885,4,2,0,26,1,0
42,2,2,1.0,-0.7266113047633285,0,3,1,26,1,0
42,2,2,1.0,-0.7266113047633285,0,2,0,26,1,0
42,2,2,1.0,1.564621139975203,4,3,1,26,1,0
42,2,2,1.0,1.564621139975203,4,2,0,26,1,0
42,2,2,1.0,0.5657786011795739,1,3,1,26,1,0
42,2,2,1.0,0.5657786011795739,1,2,0,26,1,0
42,2,2,1.0,1.493170580441377,3,3,1,26,1,0
42,2,2,1.0,1.493170580441377,3,2,0,26,1,0
42,2,2,1.0,-0.2870229013813889,4,3,1,26,1,0
42,2,2,1.0,-0.2870229013813889,4,2,0,26,1,0
42,2,2,1.0,-0.6848155184735217,4,3,1,26,1,0
42,2,2,1.0,-0.6848155184735217,4,2,0,26,1,0
42,2,4,1.0,0.202594848861638,0,2,1,44,1,0
42,2,4,1.0,0.202594848861638,0,3,1,44,1,0
42,2,4,1.0,0.9039127920984434,2,2,1,44,1,0
42,2,4,1.0,0.9039127920984434,2,3,1,44,1,0
42,2,4,1.0,-0.6528581393070253,0,2,1,44,1,0
42,2,4,1.0,-0.6528581393070253,0,3,1,44,1,0
42,2,4,1.0,0.13386555087255722,3,2,1,44,1,0
42,2,4,1.0,0.13386555087255722,3,3,1,44,1,0
42,2,4,1.0,-1.2959131751114628,4,2,1,44,1,0
42,2,4,1.0,-1.2959131751114628,4,3,1,44,1,0
42,2,4,1.0,1.0601411151416442,4,2,1,44,1,0
42,2,4,1.0,1.0601411151416442,4,3,1,44,1,0
42,2,4,1.0,-0.7150284992138997,3,2,1,44,1,0
42,2,4,1.0,-0.7150284992138997,3,3,1,44,1,0
42,2,4,1.0,-0.47974403949899486,1,2,1,44,1,0
42,2,4,1.0,-0.47974403949899486,1,3,1,44,1,0
30,1,1,1.0,-1.4072755706348872,0,1,0,41,1,1
30,1,1,1.0,-1.4072755706348872,0,1,0,41,1,1
30,1,1,1.0,0.6882353706931142,0,1,0,41,1,1
30,1,1,1.0,0.6882353706931142,0,1,0,41,1,1
30,1,1,1.0,-0.026828432141507572,3,1,0,41,1,1
30,1,1,1.0,-0.026828432141507572,3,1,0,41,1,1
30,1,1,1.0,-0.6953516849672795,0,1,0,41,1,1
30,1,1,1.0,-0.6953516849672795,0,1,0,41,1,1
30,1,1,1.0,1.5083817347171327,1,1,0,41,1,1
30,1,1,1.0,1.5083817347171327,1,1,0,41,1,1
30,1,1,1.0,-1.0975401860932317,2,1,0,41,1,1
30,1,1,1.0,-1.0975401860932317,2,1,0,41,1,1
30,1,1,1.0,-0.6640920651712303,3,1,0,41,1,1
30,1,1,1.0,-0.6640920651712303,3,1,0,41,1,1
30,1,1,1.0,-0.7433575296540691,3,1,0,41,1,1
30,1,1,1.0,-0.7433575296540691,3,1,0,41,1,1
30,1,1,1.0,0.5580334721676062,0,1,0,41,1,1
30,1,1,1.0,0.5580334721676062,0,1,0,41,1,1
19,2,3,0.0,-1.3058911341088624,4,1,1,8,1,0
19,2,3,0.0,-1.3058911341088624,4,1,0,8,1,0
19,2,3,0.0,-1.1290789096374596,2,1,1,8,1,0
19,2,3,0.0,-1.1290789096374596,2,1,0,8,1,0
19,2,3,0.0,0.625785907038061,2,1,1,8,1,0
19,2,3,0.0,0.625785907038061,2,1,0,8,1,0
19,2,3,0.0,1.2380697546057626,0,1,1,8,1,0
19,2,3,0.0,1.2380697546057626,0,1,0,8,1,0
19,2,3,0.0,-0.92617048471132,3,1,1,8,1,0
19,2,3,0.0,-0.92617048471132,3,1,0,8,1,0
19,2,3,0.0,-0.9094242598205797,1,1,1,8,1,0
19,2,3,0.0,-0.9094242598205797,1,1,0,8,1,0
19,2,3,0.0,1.3236848293596735,4,1,1,8,1,0
19,2,3,0.0,1.3236848293596735,4,1,0,8,1,0
56,1,3,2.0,-0.6296925282081675,4,1,1,37,2,1
56,1,3,2.0,-1.0963539951634709,3,1,1,37,2,1
56,1,3,2.0,0.19101204331220933,0,1,1,37,2,1
56,1,3,2.0,-0.6996080171270093,3,1,1,37,2,1
56,1,3,2.0,-0.0009415594979044092,0,1,1,37,2,1
57,1,4,2.0,0.8917020031156118,3,3,1,39,1,0
57,1,4,2.0,0.8917020031156118,3,3,1,39,1,0
57,1,4,2.0,1.5593181687598021,3,3,1,39,1,0
57,1,4,2.0,1.5593181687598021,3,3,1,39,1,0
57,1,4,2.0,-1.636629075700988,4,3,1,39,1,0
57,1,4,2.0,-1.636629075700988,4,3,1,39,1,0
57,1,4,2.0,-0.8979810061452402,3,3,1,39,1,0
57,1,4,2.0,-0.8979810061452402,3,3,1,39,1,0
57,1,4,2.0,-1.6923102734627005,1,3,1,39,1,0
57,1,4,2.0,-1.6923102734627005,1,3,1,39,1,0
41,2,1,0.0,0.6377175922727135,4,2,0,16,2,0
41,2,1,0.0,-0.43536654353853227,2,2,0,16,2,0
41,2,1,0.0,0.4928627469678078,1,2,0,16,2,0
41,2,1,0.0,1.6318153673492999,1,2,0,16,2,0
41,2,1,0.0,-1.500286894715542,4,2,0,16,2,0
41,2,1,0.0,1.6152086943326485,1,2,0,16,2,0
41,2,1,0.0,-0.922821239733172,4,2,0,16,2,0
41,2,1,0.0,0.4269942623975616,3,2,0,16,2,0
41,2,1,0.0,1.449560619788407,0,2,0,16,2,0
42,1,4,0.0,-0.04441196827678503,3,1,0,42,0,0
42,1,4,0.0,-0.04441196827678503,3,1,0,42,0,0
42,1,4,0.0,1.4591896991005826,4,1,0,42,0,0
42,1,4,0.0,1.4591896991005826,4,1,0,42,0,0
42,1,4,0.0,-0.24913456756608834,1,1,0,42,0,0
42,1,4,0.0,-0.24913456756608834,1,1,0,42,0,0
42,1,4,0.0,-1.1470811013950062,3,1,0,42,0,0
42,1,4,0.0,-1.1470811013950062,3,1,0,42,0,0
42,1,4,0.0,1.036487072483473,0,1,0,42,0,0
42,1,4,0.0,1.036487072483473,0,1,0,42,0,0
42,1,4,0.0,-0.6601148367596795,3,1,0,42,0,0
42,1,4,0.0,-0.6601148367596795,3,1,0,42,0,0
35,1,4,0.0,0.6379966960208927,4,3,1,19,0,0
35,1,4,0.0,0.6379966960208927,4,3,0,19,0,0
35,1,4,0.0,1.4140446678326277,0,3,1,19,0,0
35,1,4,0.0,1.4140446678326277,0,3,0,19,0,0
35,1,4,0.0,0.13065585776849836,4,3,1,19,0,0
35,1,4,0.0,0.13065585776849836,4,3,0,19,0,0
35,1,4,0.0,1.119939093188997,0,3,1,19,0,0
35,1,4,0.0,1.119939093188997,0,3,0,19,0,0
55,2,2,1.0,-1.2390457864199895,1,3,0,12,0,0
55,2,2,1.0,-0.8760713619131879,0,3,0,12,0,0
55,2,2,1.0,1.232766783390361,3,3,0,12,0,0
55,2,2,1.0,1.612836312473127,4,3,0,12,0,0
55,2,2,1.0,-1.6274884279481254,1,3,0,12,0,0
43,1,3,0.0,0.5306813048460637,4,2,0,27,0,0
43,1,3,0.0,0.9667111354387206,0,2,0,27,0,0
43,1,3,0.0,-1.4854943960620546,4,2,0,27,0,0
31,2,1,1.0,0.4474386119516741,0,3,0,45,0,1
31,2,1,1.0,-1.4544441040771399,3,3,0,45,0,1
31,2,1,1.0,-0.327841824552569,1,3,0,45,0,1
26,2,2,1.0,0.23936676768422274,0,2,1,22,0,0
26,2,2,1.0,0.6296235835755221,3,2,1,22,0,0
26,2,2,1.0,0.951918636785233,2,2,1,22,0,0
26,2,2,1.0,1.1265678072082483,2,2,1,22,0,0
26,2,2,1.0,-0.4356456472867114,1,2,1,22,0,0
26,2,2,1.0,-0.5744997620057684,4,2,1,22,0,0
26,2,2,1.0,0.660185444001124,1,2,1,22,0,0
26,2,2,1.0,-1.3711316352457057,4,2,1,22,0,0
27,1,2,2.0,-1.3781092289501808,2,3,1,42,1,0
27,1,2,2.0,-1.3781092289501808,2,1,1,42,1,0
27,1,2,2.0,0.5233548314563646,0,3,1,42,1,0
27,1,2,2.0,0.5233548314563646,0,1,1,42,1,0
27,1,2,2.0,1.4901702151484526,2,3,1,42,1,0
27,1,2,2.0,1.4901702151484526,2,1,1,42,1,0
27,1,2,2.0,0.5948751669272357,3,3,1,42,1,0
27,1,2,2.0,0.5948751669272357,3,1,1,42,1,0
27,1,2,2.0,0.49300229884189717,2,3,1,42,1,0
27,1,2,2.0,0.49300229884189717,2,1,1,42,1,0
27,1,2,2.0,-0.4943272103413481,2,3,1,42,1,0
27,1,2,2.0,-0.4943272103413481,2,1,1,42,1,0
38,1,4,1.0,1.286354703040731,0,1,0,34,2,0
38,1,4,1.0,1.286354703040731,0,2,1,34,2,0
38,1,4,1.0,-1.5992989493820458,1,1,0,34,2,0
38,1,4,1.0,-1.5992989493820458,1,2,1,34,2,0
38,1,4,1.0,0.940963814669207,1,1,0,34,2,0
38,1,4,1.0,0.940963814669207,1,2,1,34,2,0
69,2,4,2.0,0.024596433460474916,0,3,0,38,2,0
69,2,4,2.0,0.024596433460474916,0,3,1,38,2,0
69,2,4,2.0,1.3566190716447966,2,3,0,38,2,0
69,2,4,2.0,1.3566190716447966,2,3,1,38,2,0
34,2,4,0.0,0.4188304777633255,1,1,0,23,1,0
34,2,4,0.0,0.4188304777633255,1,3,0,23,1,0
34,2,4,0.0,-1.0633499769413033,3,1,0,23,1,0
34,2,4,0.0,-1.0633499769413033,3,3,0,23,1,0
34,2,4,0.0,-0.48818692788140994,1,1,0,23,1,0
34,2,4,0.0,-0.48818692788140994,1,3,0,23,1,0
34,2,4,0.0,-0.41799233521438905,0,1,0,23,1,0
34,2,4,0.0,-0.41799233521438905,0,3,0,23,1,0
34,2,4,0.0,0.4118528840588503,0,1,0,23,1,0
34,2,4,0.0,0.4118528840588503,0,3,0,23,1,0
23,2,4,2.0,0.7130058283440014,1,2,0,24,0,1
23,2,4,2.0,0.5449853719402376,4,2,0,24,0,1
33,2,2,2.0,0.9009822027425641,1,2,0,44,1,0
33,2,2,2.0,0.9009822027425641,1,2,1,44,1,0
33,2,2,2.0,-0.0816025427216381,3,2,0,44,1,0
33,2,2,2.0,-0.0816025427216381,3,2,1,44,1,0
33,2,2,2.0,-0.09848831948646808,1,2,0,44,1,0
33,2,2,2.0,-0.09848831948646808,1,2,1,44,1,0
33,2,2,2.0,-0.9972721645599226,3,2,0,44,1,0
33,2,2,2.0,-0.9972721645599226,3,2,1,44,1,0
33,2,2,2.0,-1.4173233055693317,2,2,0,44,1,0
33,2,2,2.0,-1.4173233055693317,2,2,1,44,1,0
33,2,2,2.0,0.10260593107650805,0,2,0,44,1,0
33,2,2,2.0,0.10260593107650805,0,2,1,44,1,0
33,2,2,2.0,-1.2405110810979294,1,2,0,44,1,0
33,2,2,2.0,-1.2405110810979294,1,2,1,44,1,0
33,2,2,2.0,0.31032889565873556,1,2,0,44,1,0
33,2,2,2.0,0.31032889565873556,1,2,1,44,1,0
33,2,2,2.0,-0.2892557313668209,2,2,0,44,1,0
33,2,2,2.0,-0.2892557313668209,2,2,1,44,1,0
65,2,3,0.0,-0.8281352931634431,3,3,1,19,0,0
65,2,3,0.0,1.5157779840438765,0,3,1,19,0,0
65,2,3,0.0,-0.5705923095312622,2,3,1,19,0,0
18,1,2,0.0,-1.094121165178039,2,2,0,6,1,0
18,1,2,0.0,-1.2723986843273811,2,2,0,6,1,0
18,1,2,0.0,1.336244498027729,4,2,0,6,1,0
18,1,2,0.0,-1.392971503540713,2,2,0,6,1,0
18,1,2,0.0,1.3828548239736236,0,2,0,6,1,0
18,1,2,0.0,-0.38708159510356377,1,2,0,6,1,0
36,1,3,1.0,1.6290941058045543,1,3,0,3,1,0
36,1,3,1.0,1.6423515338430574,1,3,0,3,1,0
36,1,3,1.0,0.2415298217326101,1,3,0,3,1,0
36,1,3,1.0,1.1983672464272985,3,3,0,3,1,0
36,1,3,1.0,1.110868221373179,3,3,0,3,1,0
36,1,3,1.0,0.10811823010304362,1,3,0,3,1,0
36,1,3,1.0,1.6832402329512821,0,3,0,3,1,0
36,1,3,1.0,-1.1109371660058243,4,3,0,3,1,0
36,1,3,1.0,-0.3784991548470591,3,3,0,3,1,0
53,1,3,0.0,1.2355578208721514,0,1,0,47,1,0
53,1,3,0.0,-1.6011828996822541,4,1,0,47,1,0
53,1,3,0.0,1.1456864139585106,4,1,0,47,1,0
67,1,2,0.0,0.4044566347321065,2,3,0,20,2,0
67,1,2,0.0,0.5954333744235937,3,3,0,20,2,0
67,1,2,0.0,-1.0745141268684635,2,3,0,20,2,0
67,1,2,0.0,0.19052361175289612,4,3,0,20,2,0
67,1,2,0.0,0.3924551735604093,4,3,0,20,2,0
67,1,2,0.0,-1.2041578178976133,3,3,0,20,2,0
67,1,2,0.0,-0.714609843591631,4,3,0,20,2,0
69,1,3,2.0,0.5268436283086022,3,1,1,38,0,1
69,1,3,2.0,-1.542012905068304,1,1,1,38,0,1
37,2,1,0.0,-0.25087896599220716,4,1,1,25,0,0
37,2,1,0.0,-0.25087896599220716,4,1,0,25,0,0
37,2,1,0.0,0.3547761675562428,1,1,1,25,0,0
37,2,1,0.0,0.3547761675562428,1,1,0,25,0,0
37,2,1,0.0,0.8790725585105116,4,1,1,25,0,0
37,2,1,0.0,0.8790725585105116,4,1,0,25,0,0
37,2,1,0.0,0.017618839755999684,1,1,1,25,0,0
37,2,1,0.0,0.017618839755999684,1,1,0,25,0,0
37,2,1,0.0,0.49572356038664245,2,1,1,25,0,0
37,2,1,0.0,0.49572356038664245,2,1,0,25,0,0
37,2,1,0.0,0.9938539749491295,0,1,1,25,0,0
37,2,1,0.0,0.9938539749491295,0,1,0,25,0,0
37,2,1,0.0,0.5321465995240033,1,1,1,25,0,0
37,2,1,0.0,0.5321465995240033,1,1,0,25,0,0
37,1,2,0.0,1.1816907974736024,4,2,1,35,0,0
37,1,2,0.0,-0.18682465578512447,2,2,1,35,0,0
37,1,2,0.0,-1.5198939330251175,4,2,1,35,0,0
32,1,2,0.0,0.32142326964885143,4,3,1,49,1,0
50,1,1,0.0,1.1134499310438348,4,3,1,19,1,0
50,1,1,0.0,1.1134499310438348,4,2,1,19,1,0
50,1,1,0.0,1.504404506305582,4,3,1,19,1,0
50,1,1,0.0,1.504404506305582,4,2,1,19,1,0
50,1,1,0.0,0.7491497637331832,1,3,1,19,1,0
50,1,1,0.0,0.7491497637331832,1,2,1,19,1,0
50,1,1,0.0,0.10225705139128421,3,3,1,19,1,0
50,1,1,0.0,0.10225705139128421,3,2,1,19,1,0
53,1,3,0.0,-0.5320062163455141,4,2,0,22,1,0
53,1,3,0.0,-0.5320062163455141,4,3,0,22,1,0
53,1,3,0.0,0.20057134668734045,0,2,0,22,1,0
53,1,3,0.0,0.20057134668734045,0,3,0,22,1,0
46,1,4,2.0,0.28520955832262496,2,3,1,44,1,0
46,1,4,2.0,-1.1722702146681616,0,3,1,44,1,0
46,1,4,2.0,-0.26643899995318704,4,3,1,44,1,0
52,2,1,2.0,1.3361747220906843,1,1,1,9,1,0
52,2,1,2.0,1.3361747220906843,1,3,1,9,1,0
52,2,1,2.0,0.7128662764699116,2,1,1,9,1,0
52,2,1,2.0,0.7128662764699116,2,3,1,9,1,0
52,2,1,2.0,0.5039571209579232,1,1,1,9,1,0
52,2,1,2.0,0.5039571209579232,1,3,1,9,1,0
52,2,1,2.0,0.41624876809266964,0,1,1,9,1,0
52,2,1,2.0,0.41624876809266964,0,3,1,9,1,0
52,2,1,2.0,1.4881467129741548,1,1,1,9,1,0
52,2,1,2.0,1.4881467129741548,1,3,1,9,1,0
52,2,1,2.0,0.3549854953673773,4,1,1,9,1,0
52,2,1,2.0,0.3549854953673773,4,3,1,9,1,0
18,1,1,2.0,-1.7007531618451155,2,2,0,25,0,0
18,1,1,2.0,-1.7007531618451155,2,2,1,25,0,0
18,1,1,2.0,-1.1136584275505697,1,2,0,25,0,0
18,1,1,2.0,-1.1136584275505697,1,2,1,25,0,0
18,1,1,2.0,1.416556601566239,4,2,0,25,0,0
18,1,1,2.0,1.416556601566239,4,2,1,25,0,0
18,1,1,2.0,-0.2511580697403861,0,2,0,25,0,0
18,1,1,2.0,-0.2511580697403861,0,2,1,25,0,0
54,2,1,0.0,-0.011407950054617257,3,3,0,47,2,1
54,2,1,0.0,0.3753600689844447,2,3,0,47,2,1
54,2,1,0.0,-0.9507316145510729,2,3,0,47,2,1
23,1,3,2.0,-1.1334747936712792,0,1,0,16,0,0
23,1,3,2.0,-1.1334747936712792,0,3,0,16,0,0
23,1,3,2.0,-0.9643379222747995,4,1,0,16,0,0
23,1,3,2.0,-0.9643379222747995,4,3,0,16,0,0
23,1,3,2.0,0.1232596084417546,1,1,0,16,0,0
23,1,3,2.0,0.1232596084417546,1,3,0,16,0,0
23,1,3,2.0,0.7365900950651277,2,1,0,16,0,0
23,1,3,2.0,0.7365900950651277,2,3,0,16,0,0
22,1,1,1.0,-1.1844112277139482,1,1,0,17,1,0
22,1,1,1.0,-1.1844112277139482,1,1,0,17,1,0
22,1,1,1.0,0.21724779564103616,1,1,0,17,1,0
22,1,1,1.0,0.21724779564103616,1,1,0,17,1,0
22,1,1,1.0,-1.5637829974262667,0,1,0,17,1,0
22,1,1,1.0,-1.5637829974262667,0,1,0,17,1,0
22,1,1,1.0,0.32840086335332663,1,1,0,17,1,0
22,1,1,1.0,0.32840086335332663,1,1,0,17,1,0
59,1,4,2.0,-1.3751088636572566,2,3,1,5,2,1
59,1,4,2.0,-1.3751088636572566,2,1,1,5,2,1
59,1,4,2.0,0.7617792083382829,4,3,1,5,2,1
59,1,4,2.0,0.7617792083382829,4,1,1,5,2,1
59,1,4,2.0,-0.1210259471519232,0,3,1,5,2,1
59,1,4,2.0,-0.1210259471519232,0,1,1,5,2,1
59,1,4,2.0,-0.17928885458429134,1,3,1,5,2,1
59,1,4,2.0,-0.17928885458429134,1,1,1,5,2,1
60,1,1,0.0,-0.4397624275723516,0,2,0,29,0,0
60,1,1,0.0,0.27397563245841977,3,2,0,29,0,0
60,1,1,0.0,1.1657121078903545,0,2,0,29,0,0
60,1,1,0.0,-0.8526266470661512,1,2,0,29,0,0
19,1,4,0.0,-0.6161559964214854,4,1,1,47,1,1
19,1,4,0.0,-0.6161559964214854,4,2,0,47,1,1
19,1,4,0.0,-0.5709411892164861,4,1,1,47,1,1
19,1,4,0.0,-0.5709411892164861,4,2,0,47,1,1
19,1,4,0.0,-0.8257629113039215,1,1,1,47,1,1
19,1,4,0.0,-0.8257629113039215,1,2,0,47,1,1
19,1,4,2.0,0.5352865166910171,2,3,1,25,1,1
19,1,4,2.0,0.5352865166910171,2,3,0,25,1,1
19,1,4,2.0,-0.48504701071439593,1,3,1,25,1,1
19,1,4,2.0,-0.48504701071439593,1,3,0,25,1,1
19,1,4,2.0,0.9367074825094773,1,3,1,25,1,1
19,1,4,2.0,0.9367074825094773,1,3,0,25,1,1
19,1,4,2.0,-1.6345357975896457,1,3,1,25,1,1
19,1,4,2.0,-1.6345357975896457,1,3,0,25,1,1
19,1,4,2.0,-1.4897507282217846,2,3,1,25,1,1
19,1,4,2.0,-1.4897507282217846,2,3,0,25,1,1
19,1,4,2.0,-0.9727808106572147,4,3,1,25,1,1
19,1,4,2.0,-0.9727808106572147,4,3,0,25,1,1
57,2,1,0.0,-0.12144460277419172,1,1,0,24,1,1
57,2,1,0.0,1.184132955270169,4,1,0,24,1,1
57,2,1,0.0,-0.6534861227404282,4,1,0,24,1,1
57,2,1,0.0,-1.061186922892916,2,1,0,24,1,1
57,2,1,0.0,1.3737839521578057,1,1,0,24,1,1
57,2,1,0.0,0.30928225660306446,1,1,0,24,1,1
57,2,1,0.0,-0.8145289854397164,1,1,0,24,1,1
57,2,1,0.0,-0.297698619749236,2,1,0,24,1,1
57,2,1,0.0,-0.16289150937877458,2,1,0,24,1,1
59,2,2,0.0,0.11097904352187825,3,3,0,44,0,0
59,2,2,0.0,-0.12284012151508669,1,3,0,44,0,0
59,2,2,0.0,0.4385770679469903,2,3,0,44,0,0
59,2,2,0.0,1.1029137645500773,1,3,0,44,0,0
59,2,2,0.0,1.3215217753112862,4,3,0,44,0,0
59,2,2,0.0,-0.8228323219480419,1,3,0,44,0,0
59,2,2,0.0,-0.32295750895943637,3,3,0,44,0,0
59,2,2,0.0,-1.3638051618560065,0,3,0,44,0,0
53,1,1,2.0,-0.2798359798657794,3,1,0,12,0,1
53,1,1,2.0,-1.3768532620833753,1,1,0,12,0,1
53,1,1,2.0,-0.10867560629500198,2,1,0,12,0,1
53,1,1,2.0,0.03876094868055984,0,1,0,12,0,1
56,1,2,1.0,1.508939942213491,0,1,0,5,2,1
56,1,2,1.0,1.508939942213491,0,3,1,5,2,1
56,1,2,1.0,-1.3915062088627732,0,1,0,5,2,1
56,1,2,1.0,-1.3915062088627732,0,3,1,5,2,1
56,1,2,1.0,0.2288306011904648,1,1,0,5,2,1
56,1,2,1.0,0.2288306011904648,1,3,1,5,2,1
56,1,2,1.0,-1.277771431479827,1,1,0,5,2,1
56,1,2,1.0,-1.277771431479827,1,3,1,5,2,1
64,2,2,0.0,0.8563256030339225,4,1,1,35,0,0
64,2,2,0.0,-1.2264861177519342,1,1,1,35,0,0
64,2,2,0.0,0.7457307428179902,4,1,1,35,0,0
36,2,3,2.0,-1.608230269323774,0,3,0,23,1,1
36,2,3,2.0,1.4571661969262848,0,3,0,23,1,1
36,2,3,2.0,1.3250803481005686,3,3,0,23,1,1
53,2,2,1.0,-0.14698259573257105,0,2,1,25,0,0
53,2,2,1.0,-0.14698259573257105,0,2,1,25,0,0
53,2,2,1.0,-1.4778888189241766,4,2,1,25,0,0
53,2,2,1.0,-1.4778888189241766,4,2,1,25,0,0
53,2,2,1.0,1.4211618134111923,1,2,1,25,0,0
53,2,2,1.0,1.4211618134111923,1,2,1,25,0,0
53,2,2,1.0,-0.9636401629043521,4,2,1,25,0,0
53,2,2,1.0,-0.9636401629043521,4,2,1,25,0,0
53,2,2,1.0,1.0469534630401858,2,2,1,25,0,0
53,2,2,1.0,1.0469534630401858,2,2,1,25,0,0
53,2,2,1.0,-0.6206914323293944,1,2,1,25,0,0
53,2,2,1.0,-0.6206914323293944,1,2,1,25,0,0
29,1,1,2.0,0.18438332929295756,3,1,0,43,2,0
29,1,1,2.0,0.18438332929295756,3,3,1,43,2,0
29,1,1,2.0,-1.439721381360697,0,1,0,43,2,0
29,1,1,2.0,-1.439721381360697,0,3,1,43,2,0
29,1,1,2.0,1.5195458846442933,2,1,0,43,2,0
29,1,1,2.0,1.5195458846442933,2,3,1,43,2,0
29,1,1,2.0,1.4524912091442863,1,1,0,43,2,0
29,1,1,2.0,1.4524912091442863,1,3,1,43,2,0
29,1,1,2.0,-0.7393803012425183,1,1,0,43,2,0
29,1,1,2.0,-0.7393803012425183,1,3,1,43,2,0
22,2,3,1.0,-0.818017782291954,0,1,0,47,1,0
22,2,3,1.0,0.1166308944225032,1,1,0,47,1,0
22,2,3,1.0,0.08146382215194789,3,1,0,47,1,0
22,2,3,1.0,1.2514667345183548,1,1,0,47,1,0
22,2,3,1.0,-0.9688733581827085,4,1,0,47,1,0
22,2,3,1.0,-1.7292217441593745,0,1,0,47,1,0
65,1,2,0.0,-1.5468972206614366,2,1,1,43,0,0
65,1,2,0.0,-1.5468972206614366,2,2,0,43,0,0
